data,ipca_pct,us_cpi_lag2,us_cpi_lag3,usd_brl_lag4
2023-11-01,0.28,0.24851315523766182,0.4367155068353501,-1.612300796812749
2023-12-01,0.56,-0.03833795229848391,0.24851315523766182,3.8047031530106468
2024-01-01,0.42,-0.20151395484137025,-0.03833795229848391,1.7411975050285466
2024-02-01,0.83,-0.09933203278934544,-0.20151395484137025,0.9964853422797404
2024-03-01,0.16,0.5447503797930464,-0.09933203278934544,-2.4122590212555584
2024-04-01,0.38,0.6189671775550742,0.5447503797930464,-1.9086212136561587
2024-05-01,0.46,0.6464169937420605,0.6189671775550742,2.3175593332369404
2024-06-01,0.21,0.3893293034335388,0.6464169937420605,0.6015948319370024
2024-07-01,0.38,0.1661627565795465,0.3893293034335388,0.2588646077900103
2024-08-01,-0.02,0.03375054526233434,0.1661627565795465,3.514671150074067
2024-09-01,0.44,0.11617728972705965,0.03375054526233434,1.34962682238291
2024-10-01,0.56,0.08138869460163622,0.11617728972705965,6.053495115995133
2024-11-01,0.39,0.16042135224081377,0.08138869460163622,1.8564823975966371
2024-12-01,0.52,0.11512808395786056,0.16042135224081377,-0.10420162130657662
